company_name,job_title,job_category,skill_tested,interview_question,response,rating,id
Warby Parker,Customer Support  ,Situational,management,How do you handle conflict with coworkers,3. I am open to compromise and willing to admit when I am wrong.,3.0,6392
Warby Parker,Customer Support  ,Situational,management,How do you handle conflict with coworkers,"1. I try to stay calm and objective, and listen to understand the other person's perspective.",5.0,6393
Warby Parker,Customer Support  ,Situational,management,How do you handle conflict with coworkers,2. I try to find common ground and work together to find a solution that everyone can agree on.,4.0,6394
Fairphone,1st Line Customer Support Team Lead  ,Introductory,speaking,I was never able to get to that point,3. I'm not sure what I could have done differently. Can you please give me some examples of what I could have done?,3.0,6395
Fairphone,1st Line Customer Support Team Lead  ,Introductory,speaking,I was never able to get to that point,1. I'm not sure what you mean. Can you please explain what you're asking me?,1.0,6396
Fairphone,1st Line Customer Support Team Lead  ,Introductory,speaking,I was never able to get to that point,2. I'm not sure why you're asking me this. Can you please tell me why you're interested in this?,2.0,6397
Fairphone,1st Line Customer Support Team Lead  ,Introductory,speaking,I was never able to get to that point,4. I think I could have done a better job of communicating with the customer. I could have been more clear about what I was doing and why.,4.0,6398
Fairphone,1st Line Customer Support Team Lead  ,Introductory,speaking,I was never able to get to that point,5. I would have asked the customer more questions to understand their problem better. I would have also offered to escalate the issue to a higher level of support if necessary.,5.0,6399
Bolt,Customer Support Specialist  ,Situational,management,What do you do when the customer is unhappy,2. Ask the customer to explain their issue in detail and then work to resolve it.,4.0,6400
Bolt,Customer Support Specialist  ,Situational,management,What do you do when the customer is unhappy,5. Escalate the issue to a manager or supervisor if I am unable to resolve it.,1.0,6401
Bolt,Customer Support Specialist  ,Situational,management,What do you do when the customer is unhappy,3. Empathize with the customer and try to understand their perspective.,3.0,6402
Bolt,Customer Support Specialist  ,Situational,management,What do you do when the customer is unhappy,4. Offer the customer a solution that meets their needs.,2.0,6403
Bolt,Customer Support Specialist  ,Situational,management,What do you do when the customer is unhappy,1. Apologize sincerely and do everything in my power to resolve the issue.,5.0,6404
Clipboard Health,Customer Support Manager  ,Situational,management,Why do you want to work at clipboard,"I am looking for a challenging and rewarding role in a fast-paced environment, and I believe that Clipboard Health offers the perfect opportunity.",3.0,6405
Clipboard Health,Customer Support Manager  ,Situational,management,Why do you want to work at clipboard,"I am looking for a job that offers competitive compensation and benefits, and I believe that Clipboard Health can provide that.",1.0,6406
Clipboard Health,Customer Support Manager  ,Situational,management,Why do you want to work at clipboard,I am passionate about healthcare and believe that Clipboard Health is making a real difference in the lives of patients.,5.0,6407
Clipboard Health,Customer Support Manager  ,Situational,management,Why do you want to work at clipboard,"I am impressed by Clipboard Health's mission and values, and I believe that I can make a significant contribution to the company.",4.0,6408
Clipboard Health,Customer Support Manager  ,Situational,management,Why do you want to work at clipboard,I am attracted to Clipboard Health's strong growth potential and the opportunity to be part of a team that is making a real impact.,2.0,6409
Equinix,Sr. Customer Support Manager  ,Situational,management,Why do you want to leave current job Why Equinix,I am looking for a company with a more collaborative and supportive work environment.,3.0,6410
Equinix,Sr. Customer Support Manager  ,Situational,management,Why do you want to leave current job Why Equinix,I am looking for a new challenge and I believe that Equinix is the best place to grow my career.,5.0,6411
Equinix,Sr. Customer Support Manager  ,Situational,management,Why do you want to leave current job Why Equinix,I am looking for a company that offers more opportunities for professional development.,4.0,6412
Equinix,Sr. Customer Support Manager  ,Situational,management,Why do you want to leave current job Why Equinix,I am looking for a company that is closer to my home.,1.0,6413
